,num_Engine_Load_Percent,num_Diesel_Energy_Share,num_Injection_Timing,num_Fuel_Injection_Pressure,num_EGR_Rate,num_Boost_Pressure,num_Intake_Temperature,num_Equivalence_Ratio,num_Cylinder_Pressure_Peak,num_Combustion_Duration,num_Gasoline_Energy_Share,num_BSFC,num_NOx_Emissions,num_Soot_Emissions,num_CO_Emissions,num_Gross_Indicated_Thermal_Efficiency,num_Combustion_Stability_Index,num_Target_Score,cat_Engine_Load_Percent,cat_Diesel_Energy_Share,cat_Injection_Timing,cat_Fuel_Injection_Pressure,cat_EGR_Rate,cat_Boost_Pressure,cat_Intake_Temperature,cat_Equivalence_Ratio,cat_Cylinder_Pressure_Peak,cat_Combustion_Duration,cat_Gasoline_Energy_Share,cat_BSFC,cat_NOx_Emissions,cat_Soot_Emissions,cat_CO_Emissions,cat_Gross_Indicated_Thermal_Efficiency,cat_Combustion_Stability_Index,cat_Target_Score
num_Gasoline_Energy_Share,-0.022484851132288302,-1.0,-0.01919386062229384,0.020133729152231862,0.010188326584798702,-0.0028778789034779907,-0.00813492711327896,-0.015335753712539816,0.014212270350750655,0.010747441234643397,1.0,0.05021718056255072,0.014284649754743974,0.014782102362454634,0.01888899097585904,-0.010615541947213921,-0.012224795375922318,-0.035258404577428105,-0.02248485113228829,-1.0,-0.01919386062229384,0.020133729152231883,0.010188326584798704,-0.0028778789034780076,-0.008134927113278932,-0.015335753712539809,0.014212270350750676,0.010747441234643388,1.0,0.05021718056255072,0.014284649754743974,0.014782102362454634,0.01888899097585904,-0.010615541947213921,-0.012224795375922318,-0.035258404577428105
num_BSFC,-0.7940904581531031,-0.050217180562550735,0.010141120010097975,-0.025814587291065054,0.04693463299063928,0.01696970706328012,-0.06706770335675166,0.01026756143484734,0.009054402023666678,0.020697890508902653,0.05021718056255072,1.0,-0.026140792183043493,-0.03176682041509939,0.03000884055012346,-0.7245480709369883,0.00919121031278553,-0.23795788066644702,-0.7940904581531031,-0.05021718056255052,0.010141120010097978,-0.025814587291065033,0.04693463299063933,0.016969707063280087,-0.0670677033567517,0.01026756143484736,0.009054402023666685,0.020697890508902677,0.05021718056255052,1.0,-0.026140792183043493,-0.03176682041509939,0.03000884055012346,-0.7245480709369883,0.00919121031278553,-0.23795788066644702
num_NOx_Emissions,0.020655748407669892,-0.014284649754743977,-0.035377962666631846,0.9917230376688457,-0.04758620454653949,-0.009988018931946488,-0.00018648091055737032,0.006881651665592571,0.010394323326419146,0.056600763853697535,0.014284649754743974,-0.026140792183043493,1.0,-0.023143616840817588,0.025902991471429472,0.023471997022408486,-0.042303506521367,-0.3792299306209333,0.020655748407669854,-0.01428464975474397,-0.03537796266663185,0.991723037668846,-0.04758620454653952,-0.009988018931946481,-0.00018648091055735596,0.006881651665592565,0.010394323326419165,0.0566007638536975,0.01428464975474397,-0.02614079218304345,1.0,-0.023143616840817588,0.025902991471429472,0.023471997022408486,-0.042303506521367,-0.3792299306209333
num_Soot_Emissions,-0.006354279827378435,-0.014782102362454634,0.023515970608470972,-0.020343702916693445,0.016927013390616984,0.0025877636485438257,0.0017765364145420606,-0.018298913105397652,0.03352320502928536,0.005296313640746517,0.014782102362454634,-0.03176682041509939,-0.023143616840817588,1.0,-0.04328780883193448,-0.0056895881770412165,0.00532877717240045,-0.6950303571701586,-0.006354279827378464,-0.014782102362454629,0.02351597060847098,-0.020343702916693407,0.016927013390616998,0.0025877636485438396,0.0017765364145420496,-0.018298913105397666,0.033523205029285345,0.005296313640746518,0.01478210236245461,-0.03176682041509943,-0.02314361684081757,1.0,-0.04328780883193448,-0.0056895881770412165,0.00532877717240045,-0.6950303571701586
num_CO_Emissions,-0.01417381291714445,-0.018888990975859048,0.0018918742237807957,0.02526342082517449,-0.037682093749357014,-0.006042079614123559,0.05021729386704063,-0.005297041638972467,-0.0030912740205630922,0.010301344280564844,0.01888899097585904,0.03000884055012346,0.025902991471429472,-0.04328780883193448,1.0,-0.009468064950518705,-0.007641594529005825,-0.3855160381646261,-0.014173812917144459,-0.018888990975859037,0.0018918742237808083,0.025263420825174507,-0.03768209374935705,-0.006042079614123559,0.05021729386704066,-0.00529704163897248,-0.0030912740205630987,0.010301344280564851,0.018888990975859037,0.030008840550123483,0.02590299147142949,-0.04328780883193445,1.0,-0.009468064950518705,-0.007641594529005825,-0.3855160381646261
num_Gross_Indicated_Thermal_Efficiency,0.9037165606158498,0.010615541947213916,-0.05057755506701769,0.02180765662508949,-0.05857459821019615,-0.024010595901498708,0.04523844899152739,0.005597378574587222,-0.007611152360156032,-0.03125947332032482,-0.010615541947213921,-0.7245480709369883,0.023471997022408486,-0.0056895881770412165,-0.009468064950518705,1.0,-0.01443204756417861,0.36638624084345894,0.9037165606158498,0.010615541947214004,-0.050577555067017735,0.02180765662508946,-0.058574598210196095,-0.024010595901498722,0.045238448991527465,0.005597378574587211,-0.007611152360156083,-0.03125947332032484,-0.010615541947214,-0.7245480709369879,0.023471997022408535,-0.0056895881770412035,-0.009468064950518752,1.0,-0.01443204756417861,0.36638624084345894
num_Combustion_Stability_Index,-0.020760200066537476,0.012224795375922314,0.0349036990547188,-0.04769734935050237,-0.04276866284940102,-0.01939628973762062,0.029344219251825617,-0.004797665714375473,0.01580675738104348,0.031404372711434564,-0.012224795375922318,0.00919121031278553,-0.042303506521367,0.00532877717240045,-0.007641594529005825,-0.01443204756417861,1.0,0.022186884921032157,-0.02076020006653748,0.012224795375922318,0.034903699054718816,-0.04769734935050238,-0.04276866284940097,-0.019396289737620618,0.029344219251825617,-0.004797665714375486,0.015806757381043497,0.03140437271143452,-0.012224795375922316,0.009191210312785504,-0.04230350652136695,0.00532877717240045,-0.007641594529005814,-0.014432047564178655,1.0,0.022186884921032157
num_Target_Score,0.3304683415142007,0.0352584045774281,-0.02065358608831655,-0.3785567088307593,-0.0032821737197874234,0.0004591906343370173,-0.0045637990477363135,0.010784466407445384,-0.03246979693720215,-0.04178913278049379,-0.035258404577428105,-0.23795788066644702,-0.3792299306209333,-0.6950303571701586,-0.3855160381646261,0.36638624084345894,0.022186884921032157,1.0,0.33046834151420074,0.03525840457742814,-0.020653586088316515,-0.3785567088307593,-0.0032821737197874083,0.00045919063433700594,-0.004563799047736307,0.010784466407445395,-0.03246979693720214,-0.04178913278049376,-0.03525840457742815,-0.23795788066644705,-0.37922993062093324,-0.6950303571701585,-0.38551603816462626,0.36638624084345894,0.022186884921032185,1.0
cat_Engine_Load_Percent,1.0,0.022484851132288333,-0.02375734651708022,0.01818554430237499,-0.06648209654022785,-0.01211251269995717,0.05058270872307525,-0.007507968830866633,-0.009425954945989936,-0.02452599787382439,-0.02248485113228829,-0.7940904581531031,0.020655748407669854,-0.006354279827378464,-0.014173812917144459,0.9037165606158498,-0.02076020006653748,0.33046834151420074,1.0,0.022484851132288326,-0.02375734651708022,0.018185544302374988,-0.06648209654022784,-0.01211251269995716,0.05058270872307515,-0.007507968830866644,-0.009425954945989917,-0.024525997873824396,-0.022484851132288302,-0.7940904581531031,0.020655748407669892,-0.006354279827378435,-0.01417381291714445,0.9037165606158498,-0.020760200066537476,0.3304683415142007
cat_Diesel_Energy_Share,0.022484851132288326,1.0,0.01919386062229385,-0.02013372915223185,-0.0101883265847987,0.002877878903477983,0.008134927113278966,0.015335753712539792,-0.014212270350750664,-0.010747441234643402,-1.0,-0.05021718056255052,-0.01428464975474397,-0.014782102362454629,-0.018888990975859037,0.010615541947214004,0.012224795375922318,0.03525840457742814,0.022484851132288326,1.0,0.019193860622293852,-0.020133729152231876,-0.010188326584798714,0.002877878903477998,0.008134927113278933,0.015335753712539792,-0.014212270350750676,-0.010747441234643388,-1.0,-0.050217180562550735,-0.014284649754743977,-0.014782102362454634,-0.018888990975859048,0.010615541947213916,0.012224795375922314,0.0352584045774281
cat_Injection_Timing,-0.02375734651708022,0.019193860622293852,1.0,-0.03548127948696687,0.029267337164888333,-0.03336554494166894,0.01166187050508603,0.007204576610599285,0.032466732135754635,0.0071702824074656194,-0.01919386062229384,0.010141120010097978,-0.03537796266663185,0.02351597060847098,0.0018918742237808083,-0.050577555067017735,0.034903699054718816,-0.020653586088316515,-0.02375734651708022,0.019193860622293852,1.0,-0.03548127948696684,0.029267337164888347,-0.033365544941668906,0.011661870505086018,0.0072045766105992785,0.032466732135754614,0.007170282407465604,-0.01919386062229384,0.010141120010097975,-0.035377962666631846,0.023515970608470972,0.0018918742237807957,-0.05057755506701769,0.0349036990547188,-0.02065358608831655
cat_Fuel_Injection_Pressure,0.018185544302374988,-0.020133729152231876,-0.03548127948696684,1.0,-0.039671492603450036,-0.0064536418497549266,-0.0022895394471664724,0.0013356556987753278,0.010835143538081588,0.05821601584553657,0.020133729152231883,-0.025814587291065033,0.991723037668846,-0.020343702916693407,0.025263420825174507,0.02180765662508946,-0.04769734935050238,-0.3785567088307593,0.018185544302374988,-0.020133729152231876,-0.03548127948696684,1.0,-0.03967149260345005,-0.006453641849754895,-0.0022895394471663714,0.0013356556987753256,0.010835143538081581,0.05821601584553662,0.020133729152231862,-0.025814587291065054,0.9917230376688457,-0.020343702916693445,0.02526342082517449,0.02180765662508949,-0.04769734935050237,-0.3785567088307593
cat_EGR_Rate,-0.06648209654022784,-0.010188326584798714,0.029267337164888347,-0.03967149260345005,1.0,0.004542235219410248,-0.0021312439326519484,0.058282653255062926,0.002400566380952489,-0.012421064350440787,0.010188326584798704,0.04693463299063933,-0.04758620454653952,0.016927013390616998,-0.03768209374935705,-0.058574598210196095,-0.04276866284940097,-0.0032821737197874083,-0.06648209654022784,-0.010188326584798714,0.029267337164888347,-0.03967149260345005,1.0,0.004542235219410206,-0.002131243932651948,0.05828265325506296,0.0024005663809524894,-0.01242106435044079,0.010188326584798702,0.04693463299063928,-0.04758620454653949,0.016927013390616984,-0.037682093749357014,-0.05857459821019615,-0.04276866284940102,-0.0032821737197874234
cat_Boost_Pressure,-0.01211251269995716,0.002877878903477998,-0.033365544941668906,-0.006453641849754895,0.004542235219410206,1.0,0.014052040008426978,-0.014550758293570278,0.0069012107687899,0.014941364108556024,-0.0028778789034780076,0.016969707063280087,-0.009988018931946481,0.0025877636485438396,-0.006042079614123559,-0.024010595901498722,-0.019396289737620618,0.00045919063433700594,-0.01211251269995716,0.002877878903477998,-0.033365544941668906,-0.006453641849754895,0.004542235219410206,1.0,0.014052040008426987,-0.014550758293570247,0.00690121076878989,0.014941364108556036,-0.0028778789034779907,0.01696970706328012,-0.009988018931946488,0.0025877636485438257,-0.006042079614123559,-0.024010595901498708,-0.01939628973762062,0.0004591906343370173
cat_Intake_Temperature,0.05058270872307515,0.008134927113278933,0.011661870505086018,-0.0022895394471663714,-0.002131243932651948,0.014052040008426987,1.0,-0.03680876806398583,0.012624622936597787,0.03872731812289833,-0.008134927113278932,-0.0670677033567517,-0.00018648091055735596,0.0017765364145420496,0.05021729386704066,0.045238448991527465,0.029344219251825617,-0.004563799047736307,0.05058270872307515,0.008134927113278933,0.011661870505086018,-0.0022895394471663714,-0.002131243932651948,0.014052040008426987,1.0,-0.03680876806398588,0.012624622936597782,0.038727318122898285,-0.00813492711327896,-0.06706770335675166,-0.00018648091055737032,0.0017765364145420606,0.05021729386704063,0.04523844899152739,0.029344219251825617,-0.0045637990477363135
cat_Equivalence_Ratio,-0.007507968830866644,0.015335753712539792,0.0072045766105992785,0.0013356556987753256,0.05828265325506296,-0.014550758293570247,-0.03680876806398588,1.0,0.019710159332251672,-0.021398273594859192,-0.015335753712539809,0.01026756143484736,0.006881651665592565,-0.018298913105397666,-0.00529704163897248,0.005597378574587211,-0.004797665714375486,0.010784466407445395,-0.007507968830866644,0.015335753712539792,0.0072045766105992785,0.0013356556987753256,0.05828265325506296,-0.014550758293570247,-0.03680876806398588,1.0,0.01971015933225165,-0.0213982735948592,-0.015335753712539816,0.01026756143484734,0.006881651665592571,-0.018298913105397652,-0.005297041638972467,0.005597378574587222,-0.004797665714375473,0.010784466407445384
cat_Cylinder_Pressure_Peak,-0.009425954945989917,-0.014212270350750676,0.032466732135754614,0.010835143538081581,0.0024005663809524894,0.00690121076878989,0.012624622936597782,0.01971015933225165,1.0,-0.02084776153729882,0.014212270350750676,0.009054402023666685,0.010394323326419165,0.033523205029285345,-0.0030912740205630987,-0.007611152360156083,0.015806757381043497,-0.03246979693720214,-0.009425954945989917,-0.014212270350750676,0.032466732135754614,0.010835143538081581,0.0024005663809524894,0.00690121076878989,0.012624622936597782,0.01971015933225165,1.0,-0.02084776153729881,0.014212270350750655,0.009054402023666678,0.010394323326419146,0.03352320502928536,-0.0030912740205630922,-0.007611152360156032,0.01580675738104348,-0.03246979693720215
cat_Combustion_Duration,-0.024525997873824396,-0.010747441234643388,0.007170282407465604,0.05821601584553662,-0.01242106435044079,0.014941364108556036,0.038727318122898285,-0.0213982735948592,-0.02084776153729881,1.0,0.010747441234643388,0.020697890508902677,0.0566007638536975,0.005296313640746518,0.010301344280564851,-0.03125947332032484,0.03140437271143452,-0.04178913278049376,-0.024525997873824396,-0.010747441234643388,0.007170282407465604,0.05821601584553662,-0.01242106435044079,0.014941364108556036,0.038727318122898285,-0.0213982735948592,-0.02084776153729881,1.0,0.010747441234643397,0.020697890508902653,0.056600763853697535,0.005296313640746517,0.010301344280564844,-0.03125947332032482,0.031404372711434564,-0.04178913278049379
cat_Gasoline_Energy_Share,-0.022484851132288302,-1.0,-0.01919386062229384,0.020133729152231862,0.010188326584798702,-0.0028778789034779907,-0.00813492711327896,-0.015335753712539816,0.014212270350750655,0.010747441234643397,1.0,0.05021718056255052,0.01428464975474397,0.01478210236245461,0.018888990975859037,-0.010615541947214,-0.012224795375922316,-0.03525840457742815,-0.022484851132288302,-1.0,-0.01919386062229384,0.020133729152231862,0.010188326584798702,-0.0028778789034779907,-0.00813492711327896,-0.015335753712539816,0.014212270350750655,0.010747441234643397,1.0,0.05021718056255072,0.014284649754743974,0.014782102362454634,0.01888899097585904,-0.010615541947213921,-0.012224795375922318,-0.035258404577428105
cat_BSFC,-0.7940904581531031,-0.050217180562550735,0.010141120010097975,-0.025814587291065054,0.04693463299063928,0.01696970706328012,-0.06706770335675166,0.01026756143484734,0.009054402023666678,0.020697890508902653,0.05021718056255072,1.0,-0.02614079218304345,-0.03176682041509943,0.030008840550123483,-0.7245480709369879,0.009191210312785504,-0.23795788066644705,-0.7940904581531031,-0.050217180562550735,0.010141120010097975,-0.025814587291065054,0.04693463299063928,0.01696970706328012,-0.06706770335675166,0.01026756143484734,0.009054402023666678,0.020697890508902653,0.05021718056255072,1.0,-0.026140792183043493,-0.03176682041509939,0.03000884055012346,-0.7245480709369883,0.00919121031278553,-0.23795788066644702
cat_NOx_Emissions,0.020655748407669892,-0.014284649754743977,-0.035377962666631846,0.9917230376688457,-0.04758620454653949,-0.009988018931946488,-0.00018648091055737032,0.006881651665592571,0.010394323326419146,0.056600763853697535,0.014284649754743974,-0.026140792183043493,1.0,-0.02314361684081757,0.02590299147142949,0.023471997022408535,-0.04230350652136695,-0.37922993062093324,0.020655748407669892,-0.014284649754743977,-0.035377962666631846,0.9917230376688457,-0.04758620454653949,-0.009988018931946488,-0.00018648091055737032,0.006881651665592571,0.010394323326419146,0.056600763853697535,0.014284649754743974,-0.026140792183043493,1.0,-0.023143616840817588,0.025902991471429472,0.023471997022408486,-0.042303506521367,-0.3792299306209333
cat_Soot_Emissions,-0.006354279827378435,-0.014782102362454634,0.023515970608470972,-0.020343702916693445,0.016927013390616984,0.0025877636485438257,0.0017765364145420606,-0.018298913105397652,0.03352320502928536,0.005296313640746517,0.014782102362454634,-0.03176682041509939,-0.023143616840817588,1.0,-0.04328780883193445,-0.0056895881770412035,0.00532877717240045,-0.6950303571701585,-0.006354279827378435,-0.014782102362454634,0.023515970608470972,-0.020343702916693445,0.016927013390616984,0.0025877636485438257,0.0017765364145420606,-0.018298913105397652,0.03352320502928536,0.005296313640746517,0.014782102362454634,-0.03176682041509939,-0.023143616840817588,1.0,-0.04328780883193448,-0.0056895881770412165,0.00532877717240045,-0.6950303571701586
cat_CO_Emissions,-0.01417381291714445,-0.018888990975859048,0.0018918742237807957,0.02526342082517449,-0.037682093749357014,-0.006042079614123559,0.05021729386704063,-0.005297041638972467,-0.0030912740205630922,0.010301344280564844,0.01888899097585904,0.03000884055012346,0.025902991471429472,-0.04328780883193448,1.0,-0.009468064950518752,-0.007641594529005814,-0.38551603816462626,-0.01417381291714445,-0.018888990975859048,0.0018918742237807957,0.02526342082517449,-0.037682093749357014,-0.006042079614123559,0.05021729386704063,-0.005297041638972467,-0.0030912740205630922,0.010301344280564844,0.01888899097585904,0.03000884055012346,0.025902991471429472,-0.04328780883193448,1.0,-0.009468064950518705,-0.007641594529005825,-0.3855160381646261
cat_Gross_Indicated_Thermal_Efficiency,0.9037165606158498,0.010615541947213916,-0.05057755506701769,0.02180765662508949,-0.05857459821019615,-0.024010595901498708,0.04523844899152739,0.005597378574587222,-0.007611152360156032,-0.03125947332032482,-0.010615541947213921,-0.7245480709369883,0.023471997022408486,-0.0056895881770412165,-0.009468064950518705,1.0,-0.014432047564178655,0.36638624084345894,0.9037165606158498,0.010615541947213916,-0.05057755506701769,0.02180765662508949,-0.05857459821019615,-0.024010595901498708,0.04523844899152739,0.005597378574587222,-0.007611152360156032,-0.03125947332032482,-0.010615541947213921,-0.7245480709369883,0.023471997022408486,-0.0056895881770412165,-0.009468064950518705,1.0,-0.01443204756417861,0.36638624084345894
cat_Combustion_Stability_Index,-0.020760200066537476,0.012224795375922314,0.0349036990547188,-0.04769734935050237,-0.04276866284940102,-0.01939628973762062,0.029344219251825617,-0.004797665714375473,0.01580675738104348,0.031404372711434564,-0.012224795375922318,0.00919121031278553,-0.042303506521367,0.00532877717240045,-0.007641594529005825,-0.01443204756417861,1.0,0.022186884921032185,-0.020760200066537476,0.012224795375922314,0.0349036990547188,-0.04769734935050237,-0.04276866284940102,-0.01939628973762062,0.029344219251825617,-0.004797665714375473,0.01580675738104348,0.031404372711434564,-0.012224795375922318,0.00919121031278553,-0.042303506521367,0.00532877717240045,-0.007641594529005825,-0.01443204756417861,1.0,0.022186884921032157
cat_Target_Score,0.3304683415142007,0.0352584045774281,-0.02065358608831655,-0.3785567088307593,-0.0032821737197874234,0.0004591906343370173,-0.0045637990477363135,0.010784466407445384,-0.03246979693720215,-0.04178913278049379,-0.035258404577428105,-0.23795788066644702,-0.3792299306209333,-0.6950303571701586,-0.3855160381646261,0.36638624084345894,0.022186884921032157,1.0,0.3304683415142007,0.0352584045774281,-0.02065358608831655,-0.3785567088307593,-0.0032821737197874234,0.0004591906343370173,-0.0045637990477363135,0.010784466407445384,-0.03246979693720215,-0.04178913278049379,-0.035258404577428105,-0.23795788066644702,-0.3792299306209333,-0.6950303571701586,-0.3855160381646261,0.36638624084345894,0.022186884921032157,1.0
